from,to,amount,gas_used,block_number,timestamp
0x1c50139c266559b29d7cb27635e0da13bef76a09,0x89bc75682c98316943f2549117a667893c8ebd5f,212.62,33705,1053404,1606956478
0x37acc28ca8154ba04d4edef97cf8d3fc6f313ca4,0x2bd267ad20e8c42c85f9c16fd4c6f24770dc492c,124.0174,105195,1711178,1609834748
0x37c85a7523b1832b4d0380b2f513e88b66e8c850,0x996130491d7695d6531ae8753ae5a2f96cfdc2df,15.6213,75924,1361385,1677255554
0x4cff17f91d5ce38e3f9139a749f0a5f058d56589,0x120dd8e3e6925bbe62eec09458294bbddda149e6,36.7385,64715,4495222,1683485270
0xe30ee6f6a973a07687c60be30c1b17818bc1c2a5,0xfc6bb078ec56c85e8f7addfed0f2de6cb86ee3c3,180.5862,98435,1831629,1669207547
0x1ee6b25a0e3f855a10916766df3a056e924e5dce,0x544661b1b56eeef4603a645096f1fb81719937dd,52.5708,26284,1796403,1640033119
0x4f514f91e5dfc15da208b49dd3a77b970b443f01,0x806eef170a7db60a857c92bbcab9bf5adc61a4ff,212.9609,61699,2153692,1660203892
0x7d91ecdc96a54d79c70fe571d99b138fe434c6a0,0x9fe0627303fe40f1631231b4dd016d30c13eafc7,152.2725,56511,3069395,1657881652
0x095654d4fc8c0e3afa9d284492b7909a2f3f661f,0xc42304ae96c6cb64144d87886e1b4b6c05870785,187.4731,91063,2744758,1617269901
0x62df86d53b0ca511e447fd22be4519886ea8f3ea,0x8991353cb636194b1e9417433ca3edd22e4ad5a5,246.6126,21673,3901737,1663140855
0xb60d8c799001a3dbec5dcd5ebcf1f2409e6e7670,0x8c70be3bd384d21f7674d90d10aca41eb9d5605b,19.1465,100731,1299022,1663245675
0x0d51c0254827068402734e545ce44fd3ad0f7ff7,0xad0c88f3313abbce2185597e87a15f764e948a46,213.3477,67829,1376767,1664870281
0x68ad7422aeccf344c8707c93f582a78e9b1791ce,0x4769847b8da748a1aabff8ee554967bc0cfa6ae8,215.9831,98737,2455898,1610530320
0x7567751808f8e6e04ef56c3f5d5e2192ae84fd76,0x9a39a31c9c3b96944de00589f731c4167836a49c,95.9433,54527,1155354,1681204214
0x1e4b4da1df14f34ad7f126c2feac94335e91d779,0xaf5bda8f8b954b03474305fd148c8361cad4d2cd,198.717,87700,1006105,1646212929
0x97f56374a7357b4070f8d1ba5bca5b166d7d1e23,0x9404c08c6ae0cd5f1fdbc558c7a61d3d7bff07e6,185.5227,116540,4089549,1612809228
0x8c4559ac7b78b0a129e9a05684e31e82a7b531fc,0xc7b072c29c87a9054b0a03bc47c36f3dba70022d,65.217,115150,4358658,1683101517
0xac0b76b11916c1a127af5b0868e6a0416f5675d2,0xa0efac2e2f7cc4abf3a2dcf7ec0da8c02a06e2eb,62.2942,108347,1490620,1653468541
0x12d75bad96efea833fa30b0590b94c0e360e5c37,0x2f141d0cd81011436df8fa04bdac01cb6cf51a65,205.3324,21352,1212141,1638259629
0x0324764f3cd277421cd46a0f48ee29bfc1237f60,0xeaaaf85e36267d4a44532e4df628254d6ce7f9cd,61.5329,22651,4006579,1641806457
0x8b40a1901e9e8ce2ff47f73ad4d9e0a87597bf72,0x8801d3ee846925c6fd8319727e672a271d2eeb1a,29.3957,57214,1077070,1633372509
0x973cc36eef960389b1dddce82a9f0663af61809b,0x3ff96411c98b4803e36e851b2521bd9edc5be21d,44.6349,91730,1101223,1691398598
0x5b300b4fe356633e9ca814fdde785aec79d3743c,0xec06933e56a99e06adbcaee148805c7d85cb46ff,95.7165,42013,4217786,1699108466
0x0fdfeaf4f6abaa74fc859307c3795c38d02b7760,0x68767aea0f6fc12e9d1adede49d8f050928f3031,128.484,92301,3326508,1653598533
0x7a60ffb3a7206a245a6555310bd1972a05a81690,0x07659431c50a86ee73f5df3b356bf66de9f5b3fb,165.0519,91015,3266957,1601670685
0x40fa542f58d0aefeff55467e23e817a0207382bf,0xabdaa51ddb9a471361bb41ac17105556780aa099,80.4918,100702,3926846,1645358363
0x25e19018b92d48042d67ae449a8aba9c204c271a,0xa7deb7ee6462b393fa630677cb2392806f9b5002,70.6929,78321,3974994,1680572667
0x59f5c76f6b8394735a6a1bbe52d9ec583f5a9f58,0x5894bdce0281b672afc6ee76841088d6719df7cf,180.6215,65898,4023392,1656039079
0x38320a1d6a9ceaef0e3e2a78fdaba86eebcf4c8b,0x574800f39a26a2b7975ead18fa6b9c0ea1411493,13.9679,45887,3537140,1662870637
0x82b9d3e54dcfbf3964bf8b72440a4742ba880d75,0x7356d3316503db27f2f6e0cdbd1b7cc1a8dd2743,212.5161,86947,4807937,1668079093
0x157c19765a48d9a4b6330f61181cf0ef8b70d343,0xbe6ac3a3f7605d34313d6693f69b772deacb105a,121.8968,87268,4019203,1681217712
0xaf6240821a0cbb6e4b65e9feeb4f79f737bbbd18,0x1d6065940bfd6ac7c4ec1e2a35e1420e0a9c1bff,248.1008,26578,3502241,1622573757
0x1057fd5dcaeb6f3818cafc7ae54cbd687dc66748,0x32489c7881462dd8e2e279ea83f5c917ddd57a2d,149.9114,101626,1388629,1672591844
0x7b9c71129f3ce10f61b32783c5af1ede54f9e6c5,0x615aa7863d1da3c20efbe2a2be293c8c97cffbe7,19.8073,47174,3855270,1619496391
0xaaf21a1cbfd2d46a67450bc6405d5af52829bc08,0xa6a635b32d5d212f3e54e877befab4c64af449d8,25.155,64946,3252818,1637000747
0xa62b5f23f4b3ddc20f879c3ff58d4b1ef2952d97,0x9442876117006b1d692c72e2763d4cb0b22d8459,140.2632,65945,1683710,1653598601
0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,0x50f95c99dec6425eaf75e5a94bc9c53acf2dcd7c,164.5691,35606,3491414,1688073374
0xb0eaf4f133c01de0824b32ce2166c0a9af79c028,0x0c77a1d04e7ed19aee7241f2f979536e35db1148,73.8876,80614,4350076,1691770589
0x440aa855f97092bb7e9e5304340e07142f586a44,0x3e913a30f23567b54f8a57957db6b93782129a53,4.6206,50607,3519181,1663133836
0x016d12db5620e094868f95b9c6fd2057032b7446,0x11608c87d514d55e28eb94984bdbacd3fd38b182,119.404,56735,2524035,1695451371
0x7a4cdff4a55c5f61451d7f8eef7c694418cf4dd1,0x8146af6ed99cdc32db5e282817883359ceb76d43,120.1139,112517,4313329,1607610836
0x7d922a4f7f24ffcb130c4eeaf291a6475e3e4dd2,0x3ab86ef12b497bc4939f14bbc452448099182df6,229.6416,46780,1335243,1659564893
0x19ef07f33ff88d2370f8ba2c309e86a24bf0c454,0x7eaf074824018df0d1d9f4029dfb557495d15cc5,97.6613,30624,4451384,1682891069
0xcc49d1f23f01decd4e18b6aaacccb038c9648e30,0x94540fcffbfb4134ebe22faa9a4228eb726e8ded,182.3257,96573,2142106,1656535801
0x23397c5d9c6363d67b3a294b677f80f93949bf56,0xaa07b9f13c5ed15738e62ac752c2dd78d1d12be1,249.4508,38336,4660703,1654686366
0x4d1a6265c539797da71c57e6b0d71082ddc467e5,0x6d028f87def57dec055f741f7c4d01788adcb67c,81.7465,96526,2576751,1600372592
0x9febc0bf908a85a28818b73e452cf4c62fdd2350,0x65c93008c7322c5ed4a8e136521e632b13095691,244.0581,39070,4141702,1651588906
0x1e76f6efafc7233f72b2d7ce2756b4273a1eeafb,0x82603fec3241b319ac1a0470f2c08bd90461a355,75.3716,38005,2568545,1665251533
0xa9a53dcd4c6bc74ae56cc52ce48390d85be98c80,0xc64761d0ef264dd999e6f7ea942a367404daea81,1.5838,71890,3168189,1653859530
0x136785616fbde743fe16d42085826379088796ff,0x90c09e09f64ab761450787f152b6155bef44d195,232.0388,27793,2649916,1631743034
0x1099951862a9ffc560422d666779521009c32fe5,0xadc477523c881b976ead006758f182d9c353d352,99.0129,77881,4478063,1601122554
0xa399ea02599a0956ecdeec467546c7f0a14ab7fd,0x1197fd722cf96c887c3018ea233a1468d06064d8,32.4035,90586,4720764,1686043099
0x248710faa7b61d6bcf9c2dc35de0a28a0ca74875,0xbce04e4b17429e701d3ac784e91486b67b06108c,66.5689,22050,3616592,1673151166
0xea7380369af53598a55b4622909cd9633e0ae7fa,0x33bb2b45a21bbe5b301871118aad83495873eea2,2.8362,49358,3460553,1605878969
0xf33068d5e798f6519349ce32669d1ec940db1193,0x32aabe748bbda0854d76d685f2da3ff8ad534586,247.1103,28694,4378487,1699425799
0x680e83ee8a3b50c82304d56c6776807aa27e4474,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,35.8763,38728,1097750,1681645992
0x72de116ee04e116a49e106f315da9d6fa8363436,0x94540fcffbfb4134ebe22faa9a4228eb726e8ded,39.6041,47218,4218677,1661749286
0xa399f6cab434ebb4ded33381abbc06cef73e6761,0xc3cc3230d0c50dc3a3a8cf77f6d6fa0a618bf5d1,116.926,99309,2537917,1631039891
0x30681211b3e2d6ba114a7ef9f6ccd73dcd8da77d,0xd0ac32ab01d9d3ec145ef63f73bf4e222dbcc0fb,162.3519,45467,2645942,1605591514
0x13e1575e4e7e7e423d7492b4231b09fb2815259b,0x801d03f4d053242afbc2949c141bab4270ca6707,107.6527,38438,4619853,1662205693
0x991d79d51cc9e99cd1d282b09d397e7b97cd625d,0x319ce3233d17b45d49aaa9414f154832d0f9aa61,233.6177,107715,2349226,1634599931
0x7796b1fc007e6c3426c4dfd0eab671467348f0f3,0xef0683bef79b7ad85573415c781edfde8bec65b1,237.9596,26746,2338078,1638363450
0xac3800002e45ed2e1a55dedfa2aca137f6dba61e,0x7b6aa34d0381ee4b57ab4a71e9af24bb2517aa3e,173.4021,64172,1944259,1668960359
0x25e19018b92d48042d67ae449a8aba9c204c271a,0x352143be6cd0522ed6d715e6a4b389d43b69d18c,139.4037,103656,3353255,1616210228
0x9b2d66562bea3eefec436df0fee88dd89cbe547b,0xf8abbdc8578b940b82906a2e8da893b164d4fa59,97.3835,103477,2469646,1671053861
0x5c7362adf2c57f3964d651e846dbda17333b941e,0x7c31560552170ce96c4a7b018e93cddc19dc61b6,221.5901,58092,4196433,1644314842
0xae91740e90d0c67b94eb2ab4e98a4428be3536ef,0xb26c54f976fdd8e1d0f78db7241c8587fb5b7e5a,39.3094,43003,3504494,1692050376
0xa399f6cab434ebb4ded33381abbc06cef73e6761,0x3fef5271ac8a5426af43ba930c83482b5040a954,30.9247,101809,3076354,1607024006
0x89709d824cdcfd9a64c058e71de04550fe581d38,0xb2cb7daab445a28bbf63d8c677e0cdc8f80b5472,95.0336,51767,4404171,1654813017
0x2bc4c24960f539379ad4835a1a10d15d0a99012d,0xb8df3357920746620ac8e8a29b526db1d0e3e2d6,210.1051,61579,3272309,1656781775
0x0ba977c08b6896be3e93feddd45bbbdb1ccd36ee,0xc6153391f8c20ad7498d23e2bb346b3d7fc32347,2.7202,79839,4622589,1685945916
0x41f56e0996e280e34c379cb2de5d4e34991ce63a,0xb9af7006d60b20b5dfc2771d8e4230535992ccb6,225.4592,74228,1067257,1617593505
0x55bc851fb110042da5a7218b48d292f0c3ad27bb,0x9b3f3974cfed58603fe88a5960b5fa8e3a020cba,199.9643,29242,2534999,1667641423
0xa0c5ea495d7fc42e2748edb9b59c2f0b727d5745,0x0a2830a1a41fec179dcbdcb214468df204d844c7,17.8445,47089,3855881,1600586267
0x1c3391588089e6b926b8289991a3202b7ebab068,0xc27bee356c940dda23a8f0f3fa1c297128879b4b,57.6768,116136,3662579,1612101893
0xba574935b9b7e13dc8e1f7aab1b04a01dffeca93,0x38b7ca3b78c51364095bc56146d25f55aee0af21,202.2599,62423,2775225,1607243541
0x982479c6b536c5f467582a343b5da338c05f2782,0x72a66bba491f0c696c4c4e3154d07b241d371944,110.0654,29105,2566235,1617307181
0x4cf6799fc23a11d37eec35eeb1ed264eb489c04b,0x7003855810cff776d7fc478fef9524bf8e1a46d4,75.6253,48418,2028841,1679286521
0x8ecf8f0ee432062ef28133a08429ff1a12b5906e,0x8613a3342fe57860a3403bf8b1f0c63c2566a34d,110.6402,55779,1237458,1695248307
0xa59231a548615fcd9c0e4103001a55342c3defcd,0x7386dbca3e8da787cc39190802fcba85a07ea5a9,183.0075,68889,1896717,1613029027
0x8bca7d8499fad2e332ba78a8b8e7db1ab3d0b648,0x02d1347abe00beaa073058b1414722cdcc31abb3,145.9228,62853,4031147,1661771697
0x346535d1723acc6f237f112876cf85749b24262e,0xcca03437d406e7e337ce00defabe5418edec83e0,233.4006,31479,4181259,1686300090
0x6dd3262c18cd5a0f03dd8f2c0db5b19b8fb92c85,0xd316c5c4b5ff98c0fa187b5902af1b1f11ef6b77,132.9261,77980,4118860,1640311520
0xb1999520641762786ad0d08e81ebeb77a482cbae,0xdd0385e83fc3cbefc00c47716774d71ee583805a,53.7805,64266,2628829,1616516208
0xa6626a8a85f2032930a25d278ae149191e3ba247,0x672ee077dc4f976595099df2debfd07036fd8609,48.7826,63240,3992564,1681506831
0x35647d709bcd5b451f8c62228876975e8d31f85b,0x736745498a124cde50f9eadaeeee481367237bbd,156.8376,94343,2929405,1653148619
0x9969de6d6cf15ff37ad56116fcc89efc4a04edff,0x016cd40242a3b50902c84088092ef87c85d782b3,93.6264,82434,1206259,1624928985
0x6aa24b0f74b45809dfa1e5d4cecbb15e9aa46c1d,0x15d16a2073735251e663d96e3647f68e571bcbd3,211.9065,116818,1372043,1672754180
0x73fc3b67aee35876c5998f0a27d0c2b2a493d0b2,0x6b307ded93c1c725d9a4d0eb72b5dbe32a0f9382,213.8991,105199,1420527,1675653426
0x5063b9ddd7ed90eadce1a05f429e418d33e9e966,0x4605d80df170edd34903cf2dfc7406d138a1160d,6.4808,68170,2813980,1665614874
0x6a55fc6cb7499454a717a090717b99f02dfd026f,0x5f0e5df58e2cd73c287333370000ad871efef4fd,47.4945,39829,3894922,1694820555
0x175f6dbf87215a6da7107977b4680bc3db31b2de,0x5d2e2f306d56ec34a021d13a554dbb92e6ac30c9,196.5549,38466,1882201,1675903132
0xb1b7bf21c63744c47100bb4ff513eff6379a559f,0x7e8ec85ff24d2c15dce600a6c23819094f249354,64.8432,45385,4643076,1675251989
0x38e4d639313d408a5d327216afcf1aa5ffdcf1b4,0x8cca68371053592e875550b5de7118f6aa2b91a3,60.0943,42478,4420359,1652986889
0xcbde53a92513a864458f41ea2c6a26c84b65eb05,0xa5d08dc1b0e5b5416ce6af1412b7289b05da3411,154.3661,98822,3737793,1625076121
0x70f3ade89a1e858613f717323ec70491d60bd580,0x46dd2f17d1e6248a06f3c41af30ad6ac8e90c9fe,109.8801,52032,3608645,1695174947
0x44389ad739be63a1466e0e0bb3e56b7e8bf82490,0x61fa258185af34352b26b2cda8557c64029e375b,180.2604,65321,3733451,1618883274
0x12b6d4b1105286c88002e57491d489f9f364eba0,0x3a6d4b0db8fe5f8fc29f1ed74f9a921550d02bbc,59.6508,44902,1090979,1677206285
0x27774d3793f898dae857d480a52d1869c3f36721,0x6e4f24a297c496aef5d404725a9bbd4cc23ac795,172.2161,21017,1273714,1656811657
0x521df7df98305fe9daa28b5b5017735a575289af,0x63f7ee9ea08743563e60d4884367fff6e1e4e713,190.3102,43962,3165375,1637433364
0x804a23cbe3c8bf2d28c5df28a88159821b97da9a,0x3b1c728f90f0b989943bd511d384de0dc98ca5a7,53.1832,59918,3074687,1688562616
0x1d4db36a7a754cfe119552f73a408d1873827fc5,0xefeddec5de1aef4c70b264d7b56b6d479b3ba520,131.3653,100705,1038137,1690283950
0x1d8a1c911a7d7a9ca127b1b71ba906a1e01b6b4d,0x91219adc9f7cd79dd527111ece39fdc5b6f7b662,204.9876,32023,2376804,1636068196
0x9609a82d20182d9c8e0685caba349203565546ae,0x36129a807094f2a2ab1883c524e4cfa629596019,224.1851,28546,4837111,1659400145
0x8d9cfbe60b4a923215bd371d75005cd55702454e,0xc059da19a99a3f3efc9a1455ded93746e8cbc4ec,142.1417,100868,3610265,1609320085
0x57f96785e339e6931b2ec12021aa0973544f1e4c,0xa2aec7e1e3c63fa266ca443d37dc88fd35a92d4a,239.8536,37294,1123540,1600507366
0xac6194fea6ae1c4cd22ab87b9fed3d2254c6ec12,0x7c9f2406aad92b3e35f7014573624f0f702a6321,246.1719,48976,3824589,1620766900
0x4f78109ec08e92cca635a08a38b6ae6893434e3a,0xbe8932ad29c820e38bf4a9ad92d59deaa62e691f,248.2245,115988,4267709,1620206188
0x36c0b719e36197a4454baac43489a0fc620ef070,0x3132215a1298f645567f2309ccd64b1ef5edde30,112.4051,82192,1915800,1627347134
0x1f413e1e1aa80e17090a9ef25be2f0f659d6ba55,0xb65023f23f13461f5f1f68fabe0360c5713be767,221.687,87352,3935356,1604532520
0xaead38901e84bae7c23465148db5faf85d9afd56,0xb05a3b672782af4f58f2a5410fd212477a64e9b8,232.1521,116697,3005474,1603795294
0xc383477acbb1f164cc6b408d5fc36ab73fdb8fd6,0x0071c78d72b78818b0d507c114674a7ce6bc4f18,51.9131,68383,1219613,1631949215
0xa6a3e96b0722448c81c0d7ffe6ef63ef90e13465,0x0d8775f648430679a709e98d2b0cb6250d2887ef,83.831,62050,1710790,1683739102
0x44ce1de2379aa6d6d4ad46c3531b9eebb71f7f54,0x845b4369dabcefceedfc78fe759c74b9dc97b961,33.9045,58704,1355737,1697700590
0x0eb3ee6ae1aa2979d2292cd3a9037d2237bb8e0e,0x0c2cb2d98f9f5ed558d9560d0e38e47187b2bfe1,197.7922,59995,4053136,1607200210
0x3844b36f8e758ef6ab8c4cf6291b0f6e424bc1ea,0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,67.6351,109525,3717924,1658294629
0x0c9d1b3ca852c67bbeabeeb51e9482a845d56868,0xa165c44786ec1d72a45f30a894cf421c33a31641,126.6343,77102,2901878,1656404731
0x3ad0ef7b16773280ae396fd6a3b7f07053441aec,0xa3ac160ce7102be532b4ca6820e8ab8e44910f65,142.3367,21317,4531005,1657673347
0x446f901719e7c2cec43ab411418e53dc7ef50094,0x04368afcda1476656a26987c7818ee9215dadf8c,210.7081,53127,3963646,1654336432
0x53345425e4de4f515f55d8bdd34212402e64f0e9,0x4d021fb560fdc49250a23e4006b584058667baf7,165.6237,67770,3660416,1654162221
0x72dfff9b44ecfac52d5f39e0fa43cd563680e50d,0xb4eb85d864f0f924434b4ef24004b0bfd579900a,182.2592,58057,3406174,1660104934
0x751022d11fabd5d9471ca0dbd12c85cc2101efb6,0x8978e859411586d44e6af06324afef62b83a2b01,148.7937,105631,3458692,1628033490
0x2ce03796f512169f073c8c3e75361401340689af,0x6973c24fadd0bcab33ee5cb325c8a70e81c67c20,231.3353,97949,3931746,1676602473
0x1f319dd5015b1068f102912f970d63b9947e4cb0,0xd03e202205168b8d0ef6c7fa9c27cb71b42f9e06,209.6768,113807,2165162,1680283262
0x1fece4f951a2d349017d1526a6c70bec1e03232f,0x70d37408c284178565c8091356684cb87d55f2f4,149.7257,113545,3122678,1657344434
0x0d7b102b669e65d9a9ac0ba1947696cd917ca4b1,0xed2d26eed06ecfbfd796d1ec551d2a649a31e576,185.0492,62286,4413608,1642088357
0x044a53b66b24c65c6807bedced72e3f8f9c66b29,0x7b9bc474667db2ffe5b08d000f1acc285b2ae47d,149.3441,107748,1870473,1619182726
0xb7600ec9c217a7069a568529b7c1d856a64c5919,0xc06245315e896e8989419d4b2d54a559164e6ba7,74.2201,37719,1552759,1629854281
0xeef2a09be2a136bba76f04cf056e36947dbf0b0c,0x708925108ecdf47d0261cbb0f821abe0d2d96f07,223.3078,34294,1548456,1613535093
0x4331d79e8652ca85e5c88ee6170cebd8f6499bbd,0x9b398c9d1b4516b9c3ccbc4c6b6350702ed58c4d,146.4724,90948,4378854,1687364536
0x1ee03f8e7406d77b314d200e300cee5703911f74,0x2ccebb61f06c7ab2a453555b5c7bea4a7159d40d,82.4531,58790,3358813,1645558092
0x63f8bf6ae480e0de170864e86dfa877ef7e4069d,0x6e623d0f9430d541ee17261369141506121c8807,4.1693,112724,1307166,1624488359
0xc713e60ca592a00f4bb903ff5389797a679e5ecd,0xc0943051fb221445149f61c6a3ec4f100b1fed7a,185.354,42410,1576593,1625918591
0xf17ba6d6ac0c9e691aa530482d616a4120134a17,0x7c57981af4cee87567774b53f9da1bfceb8b944b,175.8294,60870,4938647,1666801198
0x82d11517bf463596ee6ea7c2259d9e5050f764a4,0x4aa7d6340d899801915805418940e7e2e5ebe354,206.6951,104489,1677864,1645769312
0xae521d7f70b349f42bd3f476895d3b2e38ac0d2d,0xcc2aca96e13c5eaeea16ad7639c2d9aeeb0608e0,186.6562,112237,3062319,1608618654
0x56ccaa034a0bdb7d3a9515cb580fb5448efb584c,0x41075e21827263e149b8bb26ff7eb5b185c7b0ca,131.6362,37877,1859956,1660431696
0x70e02b0509d67ade18914729d3905994585a5087,0x97b20481241fe3cb9cc9ba50609d377b2506cdaa,162.268,28577,2383397,1688216545
0x98a630280447461ab2156919b0941ebdeae5bc41,0x7eee5b8c654a398e4474fc7789799c5ff13ef0f6,16.9414,89440,1207516,1651595935
0x1fde392add9b577e0183438e1631b34259da256f,0x57259bf84cc8dd68cee6206d16d43a018412f7f9,174.5072,54478,3413966,1686226007
0xa31e6ef77716599c234c870b3c8e97cc936f6f60,0xafc4835bb58acc7291031d3c5527c896af1fadfc,76.5562,118988,3411533,1680457943
0x8676f2dfd06ec780ea3f8fba65a29110a56dd830,0x76a379ba54cffa55af3157ecbdf699ef51df7a8d,97.9146,119702,3849812,1643562684
0x5ac8306d4c4ac8f95fab23aca0b3c41890b77eb6,0xbca0bb2181972f62a22c5d13f1abac7c62ab7edd,171.706,102727,2129691,1676150979
0xa9c9e46cd50a25d2a5c69a6652414bd786c75e64,0x541209ba354f7c5dcc57ff654015108c9a9d7565,220.9102,91985,2012680,1600497585
0xc48feed850c4bfcfa9e92071602ed3aa2a805f94,0x41e5152b2d6b1b0100e8cc5cb926b419790718c0,50.4125,36640,1212631,1672880662
0x17ee956d8fe873c159a4cf6c925c3ce524f16986,0xceebb2d0cdc85e9774a232bab74c45fc883c15e4,220.0262,75680,1350954,1651565254
0xafc4835bb58acc7291031d3c5527c896af1fadfc,0x384868800d685a149c2716a300c6fb89d63caeb7,1.9515,75879,2353298,1647825619
0x8b2d2cae9b5fe465f04e946ff425667abb8a2e4e,0xc6be09a74a421f31fa0bc4c87c3c2fa893ab510b,171.1275,74261,4989132,1637283410
0x90ad91e5131b417aa8a924aa9fe66ac27c3cdb3b,0x3d6b1ce6ba915bf0001b4fc135e98474ef6eeffd,166.4109,89516,4972097,1653498812
0x8cf9ca8971103b69295dfae3b591ae540cdc64dd,0x8f6d76fafff1b424d0f20812f0798d920161c24d,187.9268,67985,4726502,1666240805
0x9a669574a542cfd0bc25c1d46d1393b73ae252ec,0x2ab827ba71a3034478db8d54b56bc0fd24c3f10e,247.8004,43563,2068564,1663117267
0xbdd9ff37c361172a662cfcb3f01b6b62dbe7e1be,0x786c7eb735727e1b64d9f305044c0a6b390eac1e,1.5296,27855,2620741,1670299876
0xc5635abe50e4d1763e680c334cc4f60034a43fab,0x93dda4ab31b91e010d4e58e5e63640da3e4befca,130.3028,75385,4390493,1671263504
0x387c8623133cf7603cb50e2da5fc439fe3921ffd,0x7f6decc5dbb7aa4af8459fac9fdeaaf6da51bc82,170.855,67846,1299016,1655663203
0xa8036cee9275ffbf32918852acbcaa7cac273b5d,0x9ae63ee2e8ed29f4a4edb982f918a33c2caf3f98,63.913,34960,1645529,1623504891
0x704f3df5b53560dd40596afb109a0ef5303d07ec,0x8378425506b23a780e26e1668cec48febc7ee483,65.077,88147,3469305,1682090561
0x0ae775637e63fa95855246fd82e96802d05883fc,0x8138a9d696b3032c288c7ce171e21a19c5f4237a,1.3341,47439,1845533,1671039251
0xb282e87c673f81747f2478074adf23e87ae0faa3,0x821006cd8ad55c74936d277217ecea6863231e48,249.5281,23226,3149826,1631323894
0x8b1bc2eafb919876cfb1bdc3b44d7f5bcff5bff9,0x075dc757633700b257e090d62b62aac5997a99d4,216.829,116707,1266434,1660751681
0x070ff136b48a9e01dfc9710eb8fdb1b5bee902a2,0x6b74374229347037b7e0985e9c3ba584c28fb189,102.1115,26974,4698943,1683511739
0x8205fb1ac69eb2c70d2ce339a519b92e96951660,0x75492762288774a7bd4997eb4a016decd9e4ad98,38.5553,48808,3150396,1686300355
0xb4b18bf6f39335fc4f79600f5ca6e38ad75cce0b,0x18c78a4d968738d713a51fe485b61b84b9200360,43.4223,111922,2395799,1698156379
0x1368ed609265ca8b718e340904225d00ece19ed8,0x8c38a4e5104a2925d9e23d5f269afd1c2e09b8f9,152.9047,91080,1936750,1604079788
0x79ebf4db8186063afed4dd4ad4871b164b62c069,0x1cac222986ce6c0e9c0065d3c44360ba4dec17df,53.2265,108552,3425928,1601626180
0xe3115696fc96b8b15bd7afb0213082be4595cdd8,0xbebecc87d8153517de53fc74625cb2b6e8290735,159.5287,100613,2994938,1680044318
0x21693c903aad555ae5188f7813108c61722b94a8,0xd354cf84a4cfd096120e2d4bf0a0cc8866d4efe1,219.4222,38685,4526149,1636606003
0x935b45958097859dbe6e4123dd3853d2463e11ca,0x415ece51444d8d487a1c2447396a762b687ca83a,138.8541,35354,1879733,1648664468
0xaaaa78d1be27969e0489020fcc8be5917b4d4c26,0x7659268f322d336320f07ece903fcc13621679f2,131.704,60167,2332837,1605669002
0xcd4866da2ec196ccfe70b63342e21474a3872fce,0x58fe69aee785d38f4091d3c1614b33f3c4df89f5,88.549,70498,4153244,1692784930
0x300d4fbdb7ef38488eb9338982686e04ba426715,0x826891fe506e0e91679d089afeb674b5f85e3836,246.9655,22856,3403490,1643200401
0x3b5744c7f340e0d2dcf7a072a4c963b9a43c982b,0x61a617224988608f9f4f4f422f090447a4169d09,143.302,109713,1079014,1645202165
0xe4408602e316f75f632e9a9cf16560cd20ff18a7,0x9c29046a4178d15aa7be23e6b73ef0f2e429a9a1,11.3848,107227,2812763,1600146265
0x48a7322053ab3569d427a6d8940f88274e555106,0x6e35a3e618c10ba0a52160a45ea5a4581b16184f,67.6392,106285,4657067,1605945184
0x6652825b577a3ff5b4749e1e8f7c4b3d8c4a8577,0x25961ca7eba6c6db66c9bf49fce4ed30588ab39e,88.5082,90526,3518531,1618778677
0x915bc29e570dd3495e0c4a5cf09430b88d1faf2f,0x65403aa21fbe76cc8edcd42ecdd0c6cc5c972f73,70.1636,23301,2965634,1625663744
0x883c52f84ca01138243b72fc23a4e6ad1d3e8db0,0x41bddc5823bb385bdb8c2357edfe2174484a0919,10.3132,33631,3363579,1699871650
0xc1fde42654589f724bafac33635a763487c85b03,0xcbba2a803bbd944a2efdc72a53ab99780495cfc1,117.8441,90807,2832014,1661777181
0x9f980e7ace8d3a6230c9261d2650568d68c3a1e9,0xa0ccea52fe2b063e4583d6b0fe1d2bf832d282b0,238.9213,35900,3752746,1641441410
0x1bcaeae7c62a62715441ba59e554f4845b7e4efc,0x56d0644c14745db2d2ce0de5c5bef914cedc1aea,224.8486,117706,2121157,1692172123
0x696b196da53963aaec15e486ae46b2939b589aac,0x440afd5cc0376f205a79d00d8da8e8beb8c3f3a7,50.4465,86648,3189352,1697161392
0x370dfe2e82aefebd1baac9cc4dcedbd2bd7d09f9,0x8bd780d96d3166d286fe4013e0fd30978d1f5ac8,196.6983,89157,4664949,1653208173
0x58049616f5cd4b2ccd3654d7015d271a985ff2e7,0x7932e1ed8586fff9eb41944a9e4af52a1ea3ce3e,26.5947,76087,1667622,1632842080
0x605dd511115c9dfda687640a074e8494646e915d,0x486b1e8ec90e63eda9f61f9043db638f1f2dbf13,242.7714,77277,1130560,1698895469
0x9e86ce6f95c00d49e7c2597dcda517ca547683d6,0x9cdfc5b0aca4527a0916412e9dbd6ad85556a49,94.2483,102619,4174014,1637574371
0x470d05ad679ffac82089687659c9009644b2b0d1,0xcb822544ac5bd612c01b3bfa10d4b4d3fa87568e,105.0555,83988,2226983,1669303825
