Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name
4560.4,3641.5,980145.68,175,50,0,29,86,0.0,15.0,2.890266,0.0,6.0,0.8388030000000001,0.0,0.0,0.0,225,146.7905,144.5132979,0.0,-2.277202149,305.0,7493724.771000002,3307503.189,0.0,38.0,137.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,2398941.9,30711.98677,0.0,2106397.958,54221.36375,0.0,0.0,0.0,45.0,103.0
4968.25,6809.68,805795.92,143,14,0,5,14,0.005,55.410987,7.989225999999999,0.0,55.0,0.8758739999999999,0.0,0.0,0.0,157,125.25,111.8491706,0.0,-13.40082942,76.0,124733.5507,113262.342,0.0,6.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,110000.0,2494.671015,0.0,79000.0,4356.243923,0.0,0.0,0.0,8.0,17.0
830.37,2020.02,632824.63,25,303,0,6,12,0.01,200.194573,3.345214,0.0,200.0,40.623396,0.0,0.0,0.0,328,1015.584912,1013.599924,0.0,-1.984987802,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,1.952381,1.0,0.0,0.0,0.0,2.0,0.0
3617.11,5264.84,613897.92,46,85,0,7,3,0.0044,24.999,3.717385,0.0,29.440104,6.86857,0.0,0.0,0.0,131,315.9542362,315.9777093,0.0,0.023473128,2.0,0.040278414,0.040278414,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.040278,0.040278,0.040278,0.040278,0.040278,0.040278,0.0,0.0,0.0,1.0,1.0
0.0,33451.39,200708.35,0,6,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.67,0.0,325.33,2,1,0,1,2,101.0,101.0,101.0,2.0,98.998974,50.499487,0.0,0.0,0.0,3,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5416.15,6191.72,1019050.37,163,22,0,1,9,0.001,0.01,0.009136,0.0,0.009361,7e-05,0.0,0.0,0.0,185,0.0113614239999999,0.201,0.0,0.189638576,153.0,430.0000002,39275.97001000001,0.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,300.0,86.0,0.0,13000.0,265.378176,0.0,0.0,0.0,8.0,5.0
0.0,0.0,123.0,1,1,0,1,1,0.5,0.5,0.5,0.499517,0.499517,0.499517,0.0,0.0,0.0,2,0.499517,0.5,0.0,0.000483,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161.55,0.63,324.37,2,2,0,2,2,23.657924,77.342076,50.5,0.090856,100.90816,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.07,3083.63,101857.85,32,33,0,2,1,0.265,14.99,6.5821570000000005,0.26458,14.989579999999998,6.7874300000000005,0.0,0.0,0.0,65,217.1977444,217.2111844,0.0,0.01344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,302.22,1,1,0,1,1,1.0,1.0,1.0,0.99938,0.99938,0.99938,0.0,0.0,0.0,2,0.99938,1.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.95,0.0,313.9,2,1,0,1,2,101.0,101.0,101.0,0.1,100.899016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1617.2,198915.27,0,123,1,3,0,0.0,0.643474,0.257312,0.0,0.0,0.0,0.0,0.0,0.0,124,0.0,31.6493834,0.0,31.6493834,2.0,1.44662593,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.568697,0.8779290000000001,0.723313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
165.75,0.06,331.75,2,4,0,4,2,11.593335,36.999496,25.25,3.0,97.998974,50.499487,0.0,0.0,0.0,6,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.06,1411.11,2826.33,2,2,0,2,1,3.999559,5.0,4.499779,3.99911,4.999418,4.499264,0.0,0.0,0.0,4,8.998528158,8.999559,0.0,0.001030842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.33,17423.46,52280.37,3,3,0,3,1,1.0,3.106423,2.038419,0.989485,3.105523,2.034238,0.0,0.0,0.0,6,6.1027133110000005,6.11525632,0.0,0.012543009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.89,20.6,168569.23,4858,5142,0,6,1,0.095006,8.0,0.136453,0.091649,8.132798,0.141071,0.0,0.0,0.0,10000,685.3220913,701.642526,0.0,16.320434699999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,0.0,7.98,3,2,0,2,3,512.363981,1488.636019,1000.5,25.3479,1494.2945949999996,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.12,5456.04,1000215.17,174,183,0,2,2,0.027535,0.415148,0.083714,0.000192,0.367907,0.087013,0.0,0.0,0.0,357,15.14028486,15.31967936,0.0,0.1793944999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,41.7,1,1,0,1,1,0.378043,0.378043,0.378043,0.376996,0.376996,0.376996,0.0,0.0,0.0,2,0.376996293,0.37804325,0.0,0.001046957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681.21,5492.54,156590.2,18,23,0,19,7,0.004731,0.5,0.106172,0.00811,0.49,0.135004,0.0,0.0,0.0,41,2.430080804,2.441945804,0.0,0.011865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246.85,217.12,1145.07,2,3,0,3,1,0.0034,1.04065,0.392483,0.13298,1.0436299999999998,0.588305,0.0,0.0,0.0,5,1.17661037,1.17745037,0.0,0.00084,1.0,6.66e-16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,20.26,526.63,0,26,1,7,0,0.0,4.0,0.5488460000000001,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,14.27,0.0,14.27,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
163.69,0.0,327.38,2,1,0,1,2,101.0,101.0,101.0,0.7797270000000001,100.219288,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.89,0.0,8.68,3,2,0,2,3,963.363985,1037.636015,1000.5,5.03,1339.577573,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,124.96,682390.27,0,5461,1,4,0,0.0,180.543075,3.277248,0.0,0.0,0.0,0.0,0.0,0.0,5462,0.0,17897.04971,0.0,17897.04971,5.0,624.1347376,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,600.0,124.826948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
163.97,0.0,327.93,2,1,0,1,2,101.0,101.0,101.0,0.152583,100.846433,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708.13,809.38,11431.97,7,8,0,8,6,0.041384,4.499139,0.987099,0.1,4.302371,1.12804,0.0,0.0,0.0,15,7.89627944,7.89678839,0.0,0.00050895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.32,1.23,318.42,3,2,0,2,3,21.813239000000006,79.186761,50.5,19.852158,59.621446,33.666179,0.0,0.0,0.0,5,100.9985356,101.0,0.0,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.65,1,1,0,1,1,0.05,0.05,0.05,0.049418,0.049418,0.049418,0.0,0.0,0.0,2,0.049418468,0.05,0.0,0.000581532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.27,0.13,79.08,3,2,0,2,3,43.443796,57.556204,50.5,0.5,92.432829,33.666163,0.0,0.0,0.0,5,100.998488,101.0,0.0,0.001512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1522.31,3286.13,1,2,0,2,1,0.009672,1.0,0.504836,1.009189,1.009189,1.009189,0.0,0.0,0.0,3,1.009189305,1.009672305,0.0,0.000483,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10593.89,6211.76,465792.2,34,17,0,10,17,0.0001,14.16,3.810782,0.0,9.0,1.903882,0.0,0.0,0.0,51,64.732,64.7833,0.0,0.0513,17.0,93118.53383,93116.2722,0.0,2.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,59800.0,7759.877818999998,76.7722,59600.0,18623.25444,0.0,0.0,0.0,4.0,7.0
0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503.22,243.59,7743.75,12,7,0,5,12,0.0017,15.000528,2.942177,0.028081,5.748366000000001,1.858844,0.0,0.0,0.0,19,22.30612903,20.59523835,0.0,-1.710890677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,438.3,1,1,0,1,1,0.049346,0.049346,0.049346,0.048726,0.048726,0.048726,0.0,0.0,0.0,2,0.04872623,0.04934623,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230.52,4123.1,912647.1,203,210,0,3,4,0.017877,2.494,0.334369,0.016617,2.493265,0.345122,0.0,0.0,0.0,413,70.05978547,70.21749861,0.0,0.15771314,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.62,0.0,67.87,3,1,0,1,3,101.0,101.0,101.0,0.01,56.349735,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8088.17,12594.02,214910.02,11,10,0,10,3,0.074209,1.337412,0.427247,0.003711,1.336202,0.387867,0.0,0.0,0.0,21,4.266531978,4.2724719,0.0,0.0059399219999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.41,0.0,9.63,4,2,0,2,4,940.070967,1060.929033,1000.5,0.001078,1322.172115,500.249528,0.0,0.0,0.0,6,2000.998113,2001.0,0.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,3.68,1,1,0,1,1,4.99,4.99,4.99,4.98916,4.98916,4.98916,0.0,0.0,0.0,2,4.98916,4.99,0.0,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6180.19,3503.34,551924.28,74,27,0,14,38,0.002108,15.0,3.704406,0.0,15.0,1.856308,0.0,0.0,0.0,101,137.366829,100.0189594,0.0,-37.34786957,88.0,2510786.956,2490621.586,0.0,16.0,37.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1973581.0,46496.05474,0.0,2286388.0,73253.57606,0.0,0.0,0.0,17.0,47.0
5927.95,54445.39,313722.65,7,5,0,3,7,0.01,0.222464,0.095539,0.0,0.16821,0.0677059999999999,0.0,0.0,0.0,12,0.473939248,0.47769724,0.0,0.003757992,5.0,32027.17163,31.17163127,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,31996.0,10675.72388,0.0,31.171631,15.585816,0.0,0.0,0.0,2.0,3.0
15.69,9.73,66.53,3,2,0,2,3,26.282545,74.717455,50.5,3.216948,90.028611,33.665988,0.0,0.0,0.0,5,100.9979647,101.0,0.0,0.002035312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,774.18,3917.42,1,5,0,4,1,0.19,0.73577,0.504877,2.523901,2.523901,2.523901,0.0,0.0,0.0,6,2.52390117,2.52438417,0.0,0.000483,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,3147.89,428113.35,0,136,1,10,0,0.0,1.005306,0.55766,0.0,0.0,0.0,0.0,0.0,0.0,137,0.0,75.84180145,0.0,75.84180145,2.0,2.008800651,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8020550000000001,1.206746,1.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,2489.33,229018.6,0,92,1,4,0,0.0,3.0,0.942265,0.0,0.0,0.0,0.0,0.0,0.0,93,0.0,86.68837385,0.0,86.68837385,3.0,4.325148387,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.741622,2.0,1.441716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
161.78,0.84,325.23,2,2,0,2,2,32.053552,68.946448,50.5,0.022324,100.976691,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.08,0.0,318.15,2,1,0,1,2,101.0,101.0,101.0,0.057726,100.941289,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,470.75,5585.9,1,10,0,10,1,0.7692869999999999,5.13,2.10598,21.057,21.057,21.057,0.0,0.0,0.0,11,21.057,21.05979583,0.0,0.002795828,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141.06,16562.46,66814.1,4,4,0,4,1,0.44,20.0,8.11,0.439559,19.99958,8.109575,0.0,0.0,0.0,8,32.438299,32.44,0.0,0.001701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.52,0.0,64.57,3,1,0,1,3,101.0,101.0,101.0,0.59,94.931268,33.665988,0.0,0.0,0.0,4,100.9979647,101.0,0.0,0.002035312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11641.32,25655.19,741406.48,13,23,0,11,11,0.002362,2.190726,0.322257,0.0,2.0,0.569458,0.0,0.0,0.0,36,7.402950108,7.411904302999999,0.0,0.008954195,23.0,10456.1213,845.1156269999999,0.0,5.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8888.0,580.895628,0.0,440.406539,169.023125,0.0,0.0,0.0,5.0,16.0
0.0,9946.53,198930.6,0,20,1,6,0,0.0,115.071575,22.318661,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,446.3732223,0.0,446.3732223,3.0,607.6789368999998,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.7752819999999999,600.0,202.559646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
9510.07,3245.11,408841.33,29,41,0,4,8,0.0,550.0,31.637018,0.0,240.0,49.810345,0.0,0.0,0.0,70,1444.5,1297.117758,0.0,-147.38224219999995,17.0,0.001400242,2500.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.000175,0.0,2500.0,277.777778,0.0,0.0,0.0,4.0,4.0
2.5,24131.49,96535.98,4,4,0,2,1,40.5391,300.0,141.383525,40.537394,299.9993,141.382592,0.0,0.0,0.0,8,565.5303691,565.5341,0.0,0.003730932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,192.87,1,1,0,1,1,3.0,3.0,3.0,2.9909,2.9909,2.9909,0.0,0.0,0.0,2,2.9909,3.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.74,8508.45,374976.42,44,44,0,2,2,0.005246,0.1,0.029037,0.004826,0.099544,0.028289,0.0,0.0,0.0,88,1.244697349,1.277645881,0.0,0.032948531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6789.34,24565.42,600924.42,27,17,0,11,19,0.001596,59.875,11.312546,0.0,59.878799,9.478637,0.0,0.0,0.0,44,255.9231992,192.3132888,0.0,-63.60991038,15.0,446023.6189,333749.3838,0.0,4.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,150525.0,44602.36189,3675.0,150525.0,66749.87676,0.0,0.0,0.0,4.0,8.0
2.48,0.0,7.45,3,2,0,2,3,644.748373,1356.251627,1000.5,0.025212,1632.02954,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,135481.13,1,1,0,1,1,0.146215,0.146215,0.146215,0.145774,0.145774,0.145774,0.0,0.0,0.0,2,0.145773746,0.146214746,0.0,0.000441,1.0,0.011013815,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.011014,0.011014,0.011014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.29,0.51,7.88,3,2,0,2,3,555.510825,1445.489175,1000.5,60.16005500000001,1732.464131,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.86,0.0,8.58,3,2,0,2,3,560.113837,1440.886163,1000.5,2.0,1886.261525,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4147.13,319328.87,0,77,1,5,0,0.0,5.395,0.969396,0.0,0.0,0.0,0.0,0.0,0.0,78,0.0,74.64353029,0.0,74.64353029,2.0,1.3730667769999998,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.166152,1.206915,0.686533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
262976.0,0.0,525952.0,2,1,0,1,2,0.2,0.2,0.2,0.083,0.11574,0.09937,0.0,0.0,0.0,3,0.19874,0.2,0.0,0.00126,2.0,2.202720526,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.202721,1.10136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10.53,16377.38,344146.08,21,21,0,6,1,0.554059,50.0,11.571645,0.553312,49.993854,11.569287,0.0,0.0,0.0,42,242.9550172,243.00455,0.0,0.049532776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.23,0.0,8.92,4,2,0,2,4,430.844128,1570.155872,1000.5,0.001078,1900.529431,500.249528,0.0,0.0,0.0,6,2000.998113,2001.0,0.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402.95,115111.57,694296.0,9,6,0,4,7,0.0045,192.0,35.057417,0.003972,191.039538,23.371112,0.0,0.0,0.0,15,210.3400098,210.3445002,0.0,0.00449038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3478.1,3413.24,113869.17,19,14,0,10,13,0.1,2.1,0.703108,0.01738,1.089668,0.51752,0.0,0.0,0.0,33,9.832884538,9.84350794,0.0,0.010623402,3.0,1003.497332,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.337,1000.0,334.499111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
